(33, 38)
(100, 65)
(49, 84)
(126, 92)
(101, 78)
(129, 108)
(91, 166)
(91, 5)
(68, 40)
(192, 102)
(96, 128)
(61, 72)
(55, 88)
(197, 42)
(117, 87)
(176, 48)
(54, 73)
(33, 74)
(118, 10)
(35, 8)
(150, 107)
(92, 174)
(76, 77)
(107, 65)
(93, 152)
(179, 52)
(163, 67)
(158, 142)
(175, 115)
(111, 147)
(148, 123)
(36, 38)
(154, 99)
(148, 73)
(28, 3)
(41, 54)
(129, 67)
(174, 4)
(38, 3)
(32, 162)
(4, 42)
(6, 52)
(105, 61)
(181, 128)
(187, 62)
(136, 181)
(81, 134)
(191, 149)
(131, 105)
(151, 108)
(56, 88)
(36, 15)
(74, 13)
(76, 39)
(185, 56)
(36, 137)
(135, 93)
(198, 46)
(42, 29)
(60, 165)
(48, 154)
(21, 101)
(53, 73)
(77, 86)
(128, 70)
(24, 172)
(180, 11)
(105, 60)
(118, 33)
(37, 195)
(129, 156)
(99, 26)
(140, 3)
(175, 189)
(40, 154)
(58, 108)
(101, 187)
(108, 84)
(134, 174)
(104, 17)
(132, 133)
(62, 2)
(19, 140)
(54, 132)
(36, 64)
(66, 117)
(33, 45)
(41, 90)
(35, 36)
(5, 117)
(85, 154)
(196, 165)
(7, 12)
(26, 2)
(48, 79)
(137, 185)
(103, 40)
(160, 113)
(5, 116)
(118, 168)
(89, 99)
(132, 175)
(1, 156)
(45, 134)
(96, 139)
(3, 156)
(176, 4)
(65, 83)
(72, 88)
(100, 173)
(66, 106)
(144, 147)
(97, 160)
(195, 162)
(124, 123)
(109, 140)
(95, 163)
(47, 34)
(167, 132)
(98, 87)
(28, 24)
(33, 92)
(195, 103)
(185, 48)
(115, 24)
(72, 14)
(41, 101)
(89, 65)
(19, 199)
(72, 108)
(156, 63)
(185, 60)
(33, 190)
(111, 112)
(85, 28)
(173, 137)
(68, 153)
(31, 148)
(52, 178)
(16, 131)
(136, 38)
(122, 12)
(55, 62)
(76, 61)
(41, 39)
(60, 75)
(16, 32)
(114, 139)
(105, 132)
(180, 92)
(8, 139)
(22, 146)
(179, 123)
(163, 13)
(33, 164)
(170, 103)
(142, 47)
(122, 30)
(87, 30)
(159, 72)
(146, 27)
(151, 161)
(125, 158)
(140, 187)
(60, 130)
(137, 44)
(105, 54)
(62, 69)
(64, 111)
(196, 95)
(191, 39)
(67, 30)
(67, 109)
(49, 118)
(145, 94)
(167, 63)
(6, 157)
(104, 1)
(42, 171)
(30, 30)
(77, 180)
(79, 68)
(169, 132)
(162, 78)
(30, 175)
(100, 157)
(27, 103)
(104, 182)
(121, 197)
(69, 65)
(172, 26)
(68, 110)
(168, 23)
(26, 143)
(153, 58)
(182, 193)
(10, 66)
(9, 131)
(75, 163)
(165, 196)
(2, 16)
(28, 43)
(43, 137)
(134, 108)
(198, 136)
(59, 89)
(45, 122)
(64, 59)
(68, 179)
(51, 126)
(120, 190)
(30, 144)
(121, 56)
(168, 25)
(142, 83)
(42, 184)
(102, 110)
(134, 158)
(9, 87)
(175, 66)
(190, 127)
(3, 102)
(138, 117)
(92, 156)
(182, 130)
(71, 32)
(85, 42)
(122, 134)
(117, 134)
(195, 75)
(93, 66)
(55, 36)
(41, 95)
(145, 147)
(43, 154)
(192, 55)
(195, 161)
(15, 64)
(89, 4)
(19, 54)
(72, 177)
(91, 13)
(19, 39)
(70, 130)
(29, 172)
(140, 166)
(172, 118)
(144, 37)
(52, 88)
(148, 28)
(59, 81)
(179, 198)
(161, 182)
(79, 122)
(98, 100)
(73, 40)
(159, 18)
(45, 52)
(33, 195)
(41, 191)
(2, 38)
(157, 104)
(3, 152)
(180, 111)
(108, 1)
(96, 116)
(40, 91)
(112, 193)
(103, 34)
(96, 117)
(53, 104)
(54, 119)
(7, 100)
(46, 92)
(161, 15)
(59, 142)
(151, 38)
(165, 74)
(158, 58)
(58, 112)
(55, 65)
(91, 196)
(9, 183)
(167, 146)
(81, 30)
(68, 168)
(93, 156)
(76, 197)
(75, 67)
(191, 115)
(144, 32)
(117, 181)
(22, 142)
(42, 122)
(29, 3)
(86, 115)
(175, 180)
(69, 44)
(172, 89)
(195, 123)
(76, 100)
(172, 121)
(17, 171)
(129, 59)
(8, 108)
(159, 158)
(114, 184)
(10, 10)
(16, 165)
(125, 143)
(150, 127)
(89, 178)
(71, 34)
(133, 34)
(121, 45)
(69, 148)
(136, 114)
(26, 21)
(169, 161)
(156, 28)
(27, 138)
(145, 119)
(133, 93)
(183, 153)
(191, 37)
(38, 182)
(179, 84)
(21, 107)
(16, 17)
(95, 158)
(121, 79)
(72, 28)
(1, 30)
(145, 52)
(49, 51)
(175, 107)
(151, 23)
(76, 150)
(150, 29)
(197, 52)
(113, 100)
(80, 149)
(95, 18)
(162, 81)
(73, 85)
(153, 112)
(53, 60)
(188, 85)
(170, 162)
(173, 114)
(15, 109)
(115, 105)
(135, 84)
(69, 165)
(30, 91)
(175, 142)
(134, 198)
(160, 193)
(156, 7)
(53, 19)
(86, 188)
(175, 101)
(138, 79)
(81, 65)
(100, 186)
(73, 113)
(164, 114)
(22, 31)
(37, 114)
(48, 101)
(29, 64)
(153, 44)
(55, 52)
(59, 84)
(95, 125)
(3, 66)
(61, 162)
(8, 54)
(105, 90)
(99, 135)
(79, 187)
(125, 39)
(165, 181)
(78, 104)
(76, 196)
(185, 194)
(112, 79)
(105, 68)
(171, 76)
(83, 107)
(136, 80)
(84, 47)
(164, 163)
(41, 174)
(12, 8)
(195, 1)
(118, 109)
(128, 168)
(131, 146)
(40, 126)
(103, 27)
(104, 196)
(26, 36)
(102, 80)
(79, 75)
(184, 52)
(52, 97)
(43, 171)
(5, 176)
(39, 145)
(44, 41)
(53, 28)
(189, 110)
(46, 90)
(94, 111)
(5, 186)
(163, 38)
(135, 143)
(51, 11)
(145, 14)
(196, 167)
(184, 136)
(9, 96)
(115, 160)
(69, 126)
(198, 81)
(129, 90)
(38, 23)
(133, 92)
(155, 96)
(99, 22)
(15, 53)
(190, 183)
(52, 188)
(181, 188)
(93, 46)
(51, 138)
(86, 68)
(191, 155)
(75, 117)
(15, 164)
(180, 1)
(129, 58)
(147, 74)
(101, 98)
(91, 53)
(99, 183)
(6, 139)
(34, 50)
(187, 105)
(144, 30)
(96, 179)
(147, 53)
(146, 31)
(63, 67)
(109, 71)
(96, 198)
(49, 79)
(94, 162)
(53, 29)
(140, 131)
(190, 161)
(146, 2)
(17, 113)
(119, 151)
(108, 121)
(27, 22)
(189, 192)
(38, 117)
(76, 115)
(41, 183)
(105, 43)
(120, 42)
(84, 127)
(65, 29)
(97, 193)
(7, 163)
(94, 149)
(166, 32)
(128, 123)
(135, 52)
(54, 27)
(1, 171)
(79, 86)
(8, 177)
(123, 64)
(170, 76)
(155, 122)
(12, 34)
(35, 13)
(49, 52)
(112, 187)
(157, 130)
(70, 196)
(100, 8)
(6, 181)
(44, 91)
(166, 144)
(69, 51)
(81, 160)
(116, 71)
(118, 61)
(105, 155)
(186, 97)
(88, 84)
(110, 51)
(5, 11)
(71, 48)
(131, 78)
(143, 8)
(12, 18)
(149, 120)
(148, 181)
(124, 164)
(158, 1)
(91, 23)
(175, 83)
(174, 46)
(108, 31)
(16, 63)
(64, 67)
(82, 111)
(130, 124)
(158, 116)
(48, 51)
(182, 117)
(136, 162)
(169, 133)
(56, 46)
(131, 106)
(66, 163)
(125, 159)
(155, 129)
(22, 166)
(58, 179)
(70, 57)
(195, 35)
(11, 73)
(139, 146)
(162, 183)
(163, 29)
(108, 15)
(194, 19)
(183, 149)
(180, 38)
(10, 48)
(103, 114)
(14, 117)
(81, 80)
(26, 127)
(45, 34)
(97, 46)
(12, 104)
(82, 74)
(148, 78)
(162, 161)
(19, 13)
(45, 120)
(147, 139)
(145, 35)
(62, 121)
(9, 76)
(97, 48)
(41, 135)
(33, 130)
(157, 28)
(189, 190)
(145, 74)
(24, 85)
(192, 96)
(193, 174)
(49, 164)
(48, 8)
(191, 7)
(111, 198)
(198, 128)
(79, 80)
(40, 35)
(28, 34)
(193, 115)
(83, 72)
(30, 53)
(25, 35)
(122, 46)
(64, 65)
(99, 74)
(71, 31)
(26, 29)
(86, 112)
(129, 198)
(7, 3)
(185, 41)
(197, 97)
(80, 182)
(136, 14)
(53, 51)
(1, 128)
(15, 195)
(0, 171)
(71, 119)
(105, 59)
(183, 32)
(162, 75)
(184, 193)
(162, 180)
(171, 32)
(17, 60)
(28, 31)
(76, 155)
(97, 136)
(52, 125)
(74, 119)
(137, 29)
(76, 188)
(37, 47)
(22, 67)
(60, 87)
(35, 46)
(138, 115)
(187, 79)
(11, 57)
(133, 16)
(112, 151)
(16, 21)
(181, 175)
(100, 24)
(180, 173)
(23, 196)
(126, 149)
(59, 95)
(174, 57)
(174, 175)
(146, 24)
(100, 79)
(87, 17)
(120, 8)
(99, 159)
(81, 145)
(57, 24)
(7, 51)
(4, 167)
(10, 50)
(127, 87)
(169, 32)
(136, 125)
(18, 45)
(43, 99)
(146, 84)
(72, 118)
(195, 59)
(68, 147)
(106, 52)
(130, 45)
(120, 61)
(187, 84)
(199, 191)
(129, 135)
(104, 34)
(177, 74)
(145, 50)
(97, 66)
(72, 85)
(11, 112)
(195, 110)
(86, 39)
(174, 194)
(50, 82)
(16, 56)
(27, 110)
(61, 181)
(159, 92)
(47, 4)
(38, 33)
(85, 66)
(48, 159)
(31, 90)
(189, 92)
(82, 28)
(24, 6)
(3, 96)
(101, 161)
(155, 159)
(91, 27)
(153, 147)
(197, 188)
(88, 59)
(113, 7)
(156, 14)
(67, 67)
(132, 102)
(103, 92)
(113, 77)
(89, 19)
(146, 159)
(157, 160)
(49, 196)
(95, 153)
(91, 12)
(125, 119)
(106, 130)
(142, 81)
(51, 82)
(63, 196)
(63, 97)
(114, 40)
(161, 35)
(86, 145)
(128, 180)
(10, 119)
(185, 1)
(29, 22)
(160, 178)
(174, 88)
(10, 39)
(76, 185)
(44, 35)
(66, 191)
(100, 119)
(26, 22)
(51, 173)
(104, 187)
(108, 62)
(161, 113)
(67, 102)
(149, 175)
(171, 196)
(7, 197)
(160, 194)
(72, 49)
(138, 147)
(165, 107)
(35, 88)
(5, 87)
(179, 15)
(73, 140)
(190, 16)
(120, 80)
(118, 22)
(144, 42)
(84, 156)
(7, 115)
(37, 104)
(78, 5)
(123, 13)
(104, 84)
(98, 118)
(71, 144)
(66, 126)
(108, 184)
(7, 193)
(130, 179)
(173, 110)
(180, 2)
(19, 11)
(1, 166)
(30, 46)
(24, 17)
(107, 37)
(192, 105)
(67, 92)
(25, 104)
(109, 28)
(42, 161)
(69, 130)
(63, 41)
(35, 146)
(45, 188)
(137, 106)
(188, 100)
(176, 112)
(2, 144)
(118, 49)
(187, 133)
(38, 137)
(75, 187)
(69, 163)
(185, 139)
(113, 182)
(58, 14)
(149, 14)
(137, 34)
(15, 25)
(145, 49)
(3, 35)
(79, 155)
(16, 54)
(5, 13)
(62, 159)
(148, 137)
(124, 52)
(128, 30)
(121, 1)
(188, 136)
(37, 132)
(163, 125)
(150, 115)
(154, 199)
(86, 55)
(115, 136)
(188, 86)
(35, 49)
(183, 99)
(96, 185)
(156, 38)
(117, 117)
(30, 164)
(197, 20)
(191, 28)
(142, 60)
(16, 151)
(165, 62)
(4, 28)
(133, 23)
(22, 93)
(2, 58)
(98, 151)
(144, 89)
(2, 191)
(46, 40)
(81, 101)
(148, 4)
(166, 108)
(28, 99)
(107, 45)
(71, 94)
(25, 149)
(141, 129)
(30, 90)
(85, 143)
(85, 169)
(14, 128)
(119, 58)
(6, 156)
(117, 189)
(198, 102)
(25, 61)
(137, 8)
(149, 151)
(123, 111)
(103, 6)
(21, 143)
(159, 170)
(185, 73)
(107, 13)
(24, 118)
(88, 82)
(101, 60)
(19, 123)
(181, 35)
(66, 12)
(49, 70)
(108, 181)
(130, 161)
(127, 36)
(154, 57)
(157, 145)
(31, 22)
(142, 103)
(120, 169)
(4, 181)
(115, 190)
(124, 146)
(149, 190)
(190, 153)
(112, 11)
(20, 47)
(149, 155)
(39, 52)
(96, 141)
(189, 173)
(134, 32)
(181, 120)
(154, 143)
(127, 198)
(161, 55)
(181, 42)
(120, 43)
(20, 40)
(103, 194)
(91, 55)
(7, 107)
(33, 4)
(30, 182)
(197, 54)
(90, 21)
(75, 81)
(70, 187)
(141, 90)
(44, 117)
(177, 41)
(18, 31)
(195, 43)
(120, 117)
(42, 169)
(193, 11)
(51, 84)
(155, 29)
(25, 56)
(10, 178)
(46, 187)
(95, 190)
(67, 157)
(99, 47)
(49, 183)
(147, 85)
(32, 34)
(122, 119)
(104, 113)
(78, 52)
(24, 98)
(172, 91)
(2, 83)
(34, 142)
(149, 18)
(158, 147)
(114, 68)
(60, 74)
(34, 48)
(8, 164)
(159, 84)
(158, 84)
(48, 143)
(28, 134)
(164, 103)
(178, 67)
(5, 157)
(150, 118)
(93, 73)
(168, 179)
(170, 5)
(173, 108)
(8, 0)
(106, 157)
(43, 22)
(107, 154)
(84, 128)
(94, 163)
(151, 4)
(110, 14)
(107, 138)
(39, 22)
(95, 19)
(170, 13)
(122, 53)
(193, 1)
(180, 128)
(8, 154)
(67, 167)
(44, 96)
(89, 100)
(121, 44)
(3, 182)
(37, 25)
(29, 47)
(102, 29)
(136, 150)
(92, 107)
(80, 162)
(197, 126)
(196, 176)
(166, 167)
(29, 65)
(33, 22)
(61, 71)
(41, 117)
(99, 158)
(35, 154)
(169, 144)
(37, 187)
(166, 182)
(102, 176)
(55, 56)
(140, 68)
(65, 97)
(112, 5)
(9, 45)
(154, 172)
(138, 90)
(96, 146)
(20, 108)
(196, 136)
(159, 192)
(7, 36)
(36, 93)
(114, 153)
(43, 74)
(65, 81)
(66, 120)
(83, 77)
(64, 61)
(192, 25)
(160, 40)
(79, 150)
(199, 125)
(66, 154)
(69, 115)
(151, 162)
(4, 138)
(93, 5)
(101, 115)
(165, 160)
(22, 88)
(164, 194)
(174, 166)
(171, 18)
(30, 86)
(147, 123)
(199, 11)
(135, 67)
(191, 121)
(192, 135)
(164, 175)
(31, 140)
(31, 95)
(155, 47)
(45, 18)
(131, 29)
(185, 53)
(0, 93)
(28, 177)
(32, 197)
(100, 150)
(18, 81)
(77, 1)
(100, 134)
(122, 191)
(119, 32)
(18, 70)
(158, 62)
(92, 5)
(190, 120)
(68, 57)
(164, 74)
(53, 139)
(124, 179)
(162, 121)
(196, 57)
(70, 20)
(13, 42)
(43, 59)
(77, 123)
(36, 145)
(19, 119)
(54, 117)
(126, 86)
(149, 192)
(3, 194)
(133, 2)
(11, 53)
(102, 9)
(16, 81)
(34, 107)
(75, 9)
(25, 134)
(98, 194)
(0, 5)
(78, 124)
(65, 113)
(150, 130)
(139, 154)
(149, 83)
(105, 2)
(155, 163)
(105, 44)
(28, 55)
(33, 152)
(86, 129)
(10, 8)
(77, 163)
(102, 135)
(180, 3)
(2, 75)
(0, 141)
(63, 60)
(32, 185)
(180, 178)
(191, 20)
(140, 36)
(198, 158)
(88, 147)
(38, 195)
(126, 171)
(182, 164)
(69, 80)
(24, 193)
(136, 138)
(161, 22)
(133, 167)
(24, 82)
(8, 125)
(87, 166)
(161, 198)
(49, 109)
(145, 59)
(123, 38)
(119, 169)
(62, 45)
(57, 149)
(19, 106)
(184, 40)
(106, 32)
(160, 89)
(20, 59)
(171, 67)
(47, 28)
(20, 102)
(159, 172)
(190, 143)
(80, 122)
(120, 129)
(185, 188)
(113, 70)
(6, 23)
(139, 68)
(91, 94)
(21, 195)
(4, 187)
(110, 79)
(155, 156)
(148, 18)
(4, 132)
(2, 85)
(124, 133)
(152, 74)
(27, 66)
(23, 91)
(6, 106)
(108, 13)
(48, 25)
(196, 25)
(154, 168)
(117, 71)
(88, 153)
(39, 183)
(138, 45)
(124, 37)
(177, 148)
(104, 199)
(3, 79)
(120, 81)
(172, 198)
(111, 165)
(160, 75)
(21, 61)
(97, 130)
(97, 59)
(136, 184)
(89, 118)
(59, 137)
(32, 139)
(10, 6)
(11, 139)
(128, 16)
(35, 56)
(97, 49)
(147, 140)
(189, 94)
(119, 142)
(80, 94)
(125, 116)
(123, 10)
(88, 39)
(113, 129)
(159, 93)
(59, 129)
(23, 146)
(102, 169)
(77, 93)
(158, 165)
(60, 31)
(86, 113)
(111, 5)
(80, 177)
(108, 115)
(179, 199)
(127, 107)
(151, 82)
(100, 97)
(98, 174)
(47, 174)
(170, 150)
(74, 50)
(18, 89)
(55, 85)
(67, 39)
(55, 34)
(19, 197)
(118, 143)
(99, 179)
(52, 133)
(19, 69)
(7, 162)
(90, 3)
(90, 67)
(164, 110)
(198, 153)
(0, 62)
(182, 84)
(9, 148)
(125, 152)
(187, 157)
(47, 154)
(87, 135)
(188, 31)
(39, 18)
(1, 18)
(68, 2)
(130, 183)
(152, 64)
(54, 112)
(169, 44)
(140, 191)
(107, 85)
(34, 84)
(21, 125)
(36, 87)
(86, 184)
(8, 193)
(178, 107)
(96, 36)
(145, 150)
(117, 33)
(95, 80)
(93, 144)
(188, 47)
(193, 98)
(14, 20)
(170, 101)
(49, 36)
(34, 153)
(54, 15)
(90, 155)
(111, 85)
(195, 138)
(157, 78)
(140, 174)
(187, 149)
(187, 70)
(148, 143)
(191, 163)
(56, 6)
(22, 117)
(148, 104)
(45, 28)
(23, 96)
(79, 199)
(24, 81)
(19, 111)
(178, 57)
(101, 186)
(84, 39)
(168, 167)
(68, 62)
(120, 47)
(10, 86)
(73, 188)
(23, 80)
(45, 32)
(158, 101)
(72, 51)
(26, 132)
(76, 6)
(153, 148)
(123, 120)
(160, 39)
(110, 177)
(119, 126)
(141, 73)
(59, 102)
(11, 119)
(107, 7)
(172, 39)
(3, 48)
(58, 1)
(107, 90)
(34, 33)
(13, 155)
(50, 131)
(192, 191)
(7, 87)
(135, 31)
(151, 55)
(132, 166)
(109, 90)
(78, 132)
(53, 124)
(135, 105)
(166, 142)
(43, 85)
(61, 171)
(171, 23)
(110, 53)
(180, 59)
(169, 155)
(105, 17)
(191, 96)
(86, 135)
(174, 86)
(85, 171)
(169, 128)
(171, 162)
(2, 106)
(39, 125)
(76, 43)
(189, 103)
(177, 182)
(178, 150)
(74, 92)
(71, 181)
(65, 90)
(34, 39)
(77, 104)
(134, 41)
(174, 157)
(145, 145)
(100, 110)
(129, 126)
(105, 139)
(89, 62)
(63, 32)
(130, 88)
(77, 47)
(25, 74)
(168, 63)
(191, 97)
(73, 65)
(143, 24)
(173, 43)
(99, 95)
(193, 54)
(140, 184)
(1, 154)
(55, 32)
(168, 72)
(184, 11)
(0, 29)
(10, 114)
(17, 25)
(159, 178)
(112, 178)
(148, 101)
(182, 62)
(28, 88)
(57, 106)
(59, 64)
(4, 96)
(161, 183)
(116, 136)
(145, 185)
(12, 37)
(74, 32)
(58, 9)
(44, 23)
(42, 155)
(88, 88)
(121, 182)
(18, 68)
(59, 101)
(164, 104)
(19, 94)
(140, 196)
(107, 28)
(84, 16)
(150, 167)
(173, 32)
(86, 161)
(33, 42)
(152, 142)
(186, 84)
(11, 38)
(37, 109)
(116, 131)
(80, 30)
(191, 49)
(1, 145)
(9, 168)
(7, 9)
(139, 176)
(79, 30)
(144, 19)
(103, 76)
(86, 76)
(97, 164)
(17, 83)
(40, 130)
(81, 5)
(185, 119)
(171, 152)
(157, 53)
(121, 19)
(181, 115)
(85, 86)
(140, 71)
(148, 35)
(119, 87)
(39, 13)
(89, 173)
(148, 44)
(75, 198)
(195, 168)
(48, 196)
(92, 104)
(59, 180)
(44, 148)
(95, 179)
(163, 139)
(192, 44)
(165, 73)
(123, 66)
(62, 52)
(115, 53)
(179, 45)
(134, 100)
(190, 31)
(43, 93)
(41, 30)
(157, 125)
(50, 57)
(37, 122)
(131, 169)
(187, 37)
(180, 143)
(136, 65)
(184, 134)
(30, 17)
(144, 158)
(12, 115)
(132, 46)
(94, 150)
(104, 42)
(24, 93)
(5, 179)
(99, 197)
(61, 174)
(34, 16)
(46, 132)
(16, 65)
(98, 141)
(0, 172)
(123, 198)
(89, 164)
(194, 115)
(189, 159)
(69, 61)
(9, 83)
(166, 160)
(92, 119)
(111, 70)
(131, 57)
(152, 114)
(29, 50)
(7, 178)
(60, 37)
(30, 29)
(163, 28)
(88, 133)
(81, 130)
(112, 9)
(82, 60)
(168, 5)
(130, 70)
(100, 165)
(118, 38)
(136, 197)
(92, 146)
(37, 106)
(30, 176)
(96, 62)
(187, 40)
(192, 174)
(197, 40)
(139, 163)
(165, 34)
(188, 4)
(173, 76)
(183, 160)
(122, 1)
(193, 85)
(186, 125)
(37, 51)
(29, 24)
(14, 3)
(82, 164)
(106, 120)
(100, 163)
(142, 199)
(5, 56)
(64, 25)
(127, 17)
(19, 173)
(14, 137)
(104, 47)
(104, 163)
(101, 144)
(152, 36)
(119, 49)
(58, 187)
(177, 0)
(53, 21)
(11, 98)
(65, 135)
(13, 56)
(82, 23)
(166, 35)
(91, 126)
(162, 153)
(142, 112)
(176, 181)
(133, 185)
(15, 90)
(86, 13)
(194, 187)
(117, 118)
(118, 182)
(54, 149)
(15, 33)
(82, 69)
(42, 73)
(161, 173)
(106, 77)
(145, 146)
(12, 10)
(27, 173)
(13, 132)
(146, 178)
(116, 118)
(161, 34)
(186, 25)
(108, 146)
(112, 118)
(133, 51)
(79, 195)
(95, 168)
(10, 12)
(196, 91)
(194, 170)
(154, 2)
(73, 70)
(22, 81)
(21, 135)
(159, 138)
(42, 165)
(196, 101)
(62, 29)
(170, 29)
(175, 171)
(13, 90)
(112, 23)
(123, 43)
(2, 67)
(119, 61)
(51, 98)
(62, 12)
(80, 28)
(121, 117)
(189, 73)
(149, 145)
(112, 116)
(121, 100)
(183, 104)
(62, 15)
(8, 2)
(81, 74)
(0, 123)
(74, 43)
(46, 122)
(149, 109)
(73, 68)
(115, 40)
(36, 156)
(43, 146)
(28, 32)
(199, 5)
(32, 179)
(28, 178)
(150, 89)
(163, 63)
(57, 105)
(160, 161)
(75, 35)
(184, 83)
(147, 70)
(196, 64)
(14, 8)
(177, 141)
(70, 93)
(12, 28)
(112, 112)
(66, 84)
(121, 120)
(43, 60)
(177, 151)
(23, 190)
(199, 6)
(152, 177)
(109, 38)
(115, 48)
(124, 18)
(67, 103)
(70, 31)
(197, 17)
(98, 50)
(133, 88)
(35, 24)
(86, 65)
(9, 171)
(12, 48)
(70, 182)
(39, 166)
(35, 41)
(115, 88)
(24, 143)
(181, 139)
(106, 82)
(53, 101)
(53, 5)
(141, 52)
(64, 182)
(133, 19)
(73, 166)
(36, 187)
(75, 15)
(57, 58)
(60, 92)
(81, 126)
(39, 42)
(177, 187)
(114, 174)
(178, 37)
(10, 134)
(152, 113)
(30, 167)
(105, 105)
(145, 120)
(14, 69)
(67, 20)
(164, 60)
(66, 39)
(128, 169)
(27, 64)
(169, 40)
(170, 180)
(61, 155)
(0, 106)
(6, 178)
(35, 160)
(161, 24)
(63, 94)
(13, 12)
(129, 29)
(42, 105)
(152, 133)
(8, 8)
(162, 198)
(159, 9)
(165, 143)
(59, 51)
(199, 46)
(169, 19)
(83, 9)
(4, 137)
(8, 109)
(61, 50)
(0, 167)
(80, 50)
(36, 159)
(101, 15)
(0, 95)
(182, 50)
(91, 97)
(74, 168)
(132, 119)
(49, 23)
(160, 111)
(150, 1)
(93, 47)
(153, 135)
(65, 114)
(176, 143)
(37, 16)
(92, 61)
(175, 25)
(34, 165)
(52, 12)
(168, 51)
(175, 55)
(176, 7)
(62, 32)
(106, 137)
(61, 84)
(166, 135)
(95, 68)
(180, 154)
(86, 120)
(133, 7)
(102, 170)
(28, 95)
(48, 94)
(108, 159)
(75, 185)
(129, 196)
(135, 135)
(161, 122)
(121, 71)
(150, 26)
(157, 115)
(70, 198)
(153, 166)
(46, 118)
(85, 134)
(171, 166)
(76, 60)
(157, 47)
(169, 162)
(62, 162)
(87, 158)
(57, 125)
(120, 20)
(77, 170)
(107, 82)
(16, 83)
(54, 109)
(154, 166)
(9, 101)
(79, 94)
(139, 91)
(62, 173)
(9, 140)
(181, 118)
(129, 181)
(12, 173)
(49, 7)
(86, 141)
(36, 100)
(139, 126)
(79, 142)
(61, 16)
(86, 48)
(124, 170)
(173, 116)
(175, 5)
(162, 139)
(87, 130)
(11, 174)
(36, 178)
(122, 179)
(197, 150)
(111, 41)
(168, 71)
(150, 61)
(171, 157)
(135, 1)
(187, 47)
(175, 33)
(81, 125)
(167, 29)
(54, 150)
(166, 137)
(126, 172)
(49, 45)
(187, 59)
(44, 77)
(161, 132)
(0, 173)
(68, 146)
(102, 72)
(54, 186)
(85, 14)
(194, 45)
(6, 111)
(52, 0)
(19, 115)
(186, 118)
(118, 103)
(71, 133)
(136, 113)
(184, 34)
(91, 1)
(84, 13)
(116, 180)
(14, 80)
(2, 27)
(88, 95)
(99, 168)
(34, 29)
(98, 182)
(185, 68)
(132, 49)
(102, 84)
(48, 156)
(98, 42)
(139, 88)
(28, 64)
(70, 177)
(19, 47)
(128, 25)
(21, 32)
(109, 142)
(56, 24)
(75, 76)
(13, 174)
(10, 108)
(179, 144)
(172, 160)
(11, 24)
(117, 105)
(117, 9)
(102, 164)
(32, 24)
(22, 170)
(150, 45)
(195, 152)
(68, 199)
(55, 126)
(122, 58)
(174, 42)
(146, 154)
(125, 64)
(120, 17)
(90, 177)
(23, 15)
(50, 145)
(88, 167)
(27, 127)
(77, 126)
(190, 52)
(32, 63)
(147, 80)
(130, 68)
(136, 53)
(35, 17)
(133, 101)
(199, 76)
(82, 126)
(21, 182)
(194, 48)
(37, 87)
(142, 75)
(119, 19)
(182, 40)
(192, 173)
(121, 74)
(32, 20)
(146, 92)
(48, 151)
(80, 134)
(69, 105)
(148, 165)
(181, 110)
(54, 54)
(68, 6)
(140, 42)
(172, 196)
(191, 129)
(169, 20)
